"ID","Team","Title","Description","Status","Estimate","Priority","Project ID","Project","Creator","Assignee","Labels","Cycle Number","Cycle Name","Cycle Start","Cycle End","Created","Updated","Started","Triaged","Completed","Canceled","Archived","Due Date","Parent issue","Roadmaps","Project Milestone ID","Project Milestone","SLA Status"
"T1A-26","T1a3","Retrieve book information by querying Google Books API with ISBNs",,"Backlog",,"Low",,,"tobyfehily@gmail.com",,"Stretch goal",,,,,"2023-10-19T23:11:46.782Z","2023-10-19T23:26:25.161Z",,,,,,,,"",,,
"T1A-25","T1a3","Import books with Goodreads CSV",,"Backlog",,"Low",,,"tobyfehily@gmail.com",,"Stretch goal",,,,,"2023-10-19T23:11:19.014Z","2023-10-19T23:26:05.522Z",,,,,,,,"",,,
"T1A-56","T1a3","Merge list currently reading books and list to be read books into one menu option",,"Todo",,"High",,,"tobyfehily@gmail.com",,"Improvement",,,,,"2023-10-24T02:32:06.803Z","2023-10-24T05:56:34.761Z",,,,,,,,"",,,
"T1A-41","T1a3","Consider merging set book pages and set book percentage functions",,"Todo",,"Medium",,,"tobyfehily@gmail.com",,"Improvement",,,,,"2023-10-23T01:57:50.411Z","2023-10-23T05:48:12.272Z",,,,,,,,"",,,
"T1A-40","T1a3","Consider merging get list and get random book under one get function",,"Todo",,"Medium",,,"tobyfehily@gmail.com",,"Improvement",,,,,"2023-10-23T01:27:35.035Z","2023-10-23T01:27:35.035Z",,,,,,,,"",,,
"T1A-27","T1a3","Retrieve list of books with bash script",,"Todo",,"Low",,,"tobyfehily@gmail.com",,"Stretch goal",,,,,"2023-10-19T23:14:20.680Z","2023-10-24T04:05:32.739Z",,,,,,,,"",,,
"T1A-65","T1a3","Create custom bash script arguments",,"In Progress",,"High",,,"tobyfehily@gmail.com",,"Improvement",,,,,"2023-10-24T05:54:04.285Z","2023-10-24T05:54:09.564Z","2023-10-24T05:54:04.351Z",,,,,"2023-10-24T13:00:00.000Z",,"",,,
"T1A-50","T1a3","Tidy up code",,"In Progress",,"High",,,"tobyfehily@gmail.com",,"Improvement",,,,,"2023-10-23T06:11:25.957Z","2023-10-24T05:53:02.755Z","2023-10-24T02:04:40.881Z",,,,,"2023-10-24T13:00:00.000Z",,"",,,
"T1A-19","T1a3","Mark books as currently read or to be read",,"Done",,"Urgent",,,"tobyfehily@gmail.com",,"Feature",,,,,"2023-10-19T23:06:45.540Z","2023-10-23T01:59:49.061Z",,,"2023-10-23T01:59:49.042Z",,,"2023-10-22T13:00:00.000Z",,"",,,
"T1A-29","T1a3","Update currently reading book(s) progress",,"Done",,"Urgent",,,"tobyfehily@gmail.com",,"Feature",,,,,"2023-10-19T23:18:08.147Z","2023-10-23T01:59:15.943Z",,,"2023-10-23T01:59:15.870Z",,,"2023-10-22T13:00:00.000Z",,"",,,
"T1A-10","T1a3","Add and remove books","","Done",,"Urgent",,,"tobyfehily@gmail.com",,"Feature",,,,,"2023-10-19T22:54:30.752Z","2023-10-23T01:59:10.457Z",,,"2023-10-23T01:59:10.439Z",,,"2023-10-22T13:00:00.000Z",,"",,,
"T1A-30","T1a3","Update progress by pages",,"Done",,"Urgent",,,"tobyfehily@gmail.com",,"Feature",,,,,"2023-10-19T23:18:41.001Z","2023-10-23T01:37:32.874Z",,,"2023-10-23T01:37:32.859Z",,,"2023-10-22T13:00:00.000Z","T1A-29","",,,
"T1A-21","T1a3","Allow user to mark book as currently read or to be read",,"Done",,"Urgent",,,"tobyfehily@gmail.com",,"Feature",,,,,"2023-10-19T23:07:33.827Z","2023-10-23T01:16:22.107Z",,,"2023-10-23T01:16:22.092Z",,,"2023-10-22T13:00:00.000Z","T1A-19","",,,
"T1A-20","T1a3","Return added books as a list",,"Done",,"Urgent",,,"tobyfehily@gmail.com",,"Feature",,,,,"2023-10-19T23:07:23.387Z","2023-10-23T01:03:51.917Z",,,"2023-10-23T01:03:51.898Z",,,"2023-10-22T13:00:00.000Z","T1A-19","",,,
"T1A-28","T1a3","Return a list or random choice of to be read book(s)",,"Done",,"Urgent",,,"tobyfehily@gmail.com",,"Feature",,,,,"2023-10-19T23:15:49.630Z","2023-10-23T00:21:47.187Z","2023-10-22T23:08:36.223Z",,"2023-10-23T00:21:47.171Z",,,"2023-10-22T13:00:00.000Z",,"",,,
"T1A-12","T1a3","Allow user to remove books (title, author)",,"Done",,"Urgent",,,"tobyfehily@gmail.com",,"Feature",,,,,"2023-10-19T22:55:37.583Z","2023-10-23T00:11:27.153Z","2023-10-22T22:16:27.109Z",,"2023-10-23T00:11:27.137Z",,,"2023-10-22T13:00:00.000Z","T1A-10","",,,
"T1A-16","T1a3","Prevent user from entering books that have already been added","","Done",,"Urgent",,,"tobyfehily@gmail.com",,"Feature",,,,,"2023-10-19T23:03:34.996Z","2023-10-23T00:03:13.731Z","2023-10-22T22:16:27.494Z",,"2023-10-23T00:03:13.711Z",,,"2023-10-22T13:00:00.000Z","T1A-10","",,,
"T1A-17","T1a3","Convert user input to lowercase strings for easier handling and cross-referencing",,"Done",,"Urgent",,,"tobyfehily@gmail.com",,"Feature",,,,,"2023-10-19T23:04:27.851Z","2023-10-22T22:18:07.968Z","2023-10-22T22:16:27.397Z",,"2023-10-22T22:18:07.947Z",,,"2023-10-22T13:00:00.000Z","T1A-10","",,,
"T1A-11","T1a3","Allow user to add books (title, author, pages)","","Done",,"Urgent",,,"tobyfehily@gmail.com",,"Feature",,,,,"2023-10-19T22:55:27.353Z","2023-10-22T22:15:45.930Z",,,"2023-10-22T22:15:45.911Z",,,"2023-10-22T13:00:00.000Z","T1A-10","",,,
"T1A-42","T1a3","Add book tags",,"Done",,"High",,,"tobyfehily@gmail.com",,"Feature",,,,,"2023-10-23T02:00:14.940Z","2023-10-23T04:24:41.200Z","2023-10-23T02:00:25.402Z",,"2023-10-23T04:24:41.179Z",,,"2023-10-22T13:00:00.000Z",,"",,,
"T1A-31","T1a3","Update progress by percent",,"Done",,"High",,,"tobyfehily@gmail.com",,"Feature",,,,,"2023-10-19T23:18:50.891Z","2023-10-23T01:57:58.277Z",,,"2023-10-23T01:57:58.261Z",,,"2023-10-22T13:00:00.000Z","T1A-29","",,,
"T1A-36","T1a3","Create bash script",,"Done",,"Urgent",,,"tobyfehily@gmail.com",,"Feature",,,,,"2023-10-19T23:37:01.882Z","2023-10-24T02:25:25.302Z","2023-10-23T05:48:20.115Z",,"2023-10-24T02:25:25.288Z",,,"2023-10-23T13:00:00.000Z",,"",,,
"T1A-13","T1a3","Create main program loop",,"Done",,"Urgent",,,"tobyfehily@gmail.com",,"Feature",,,,,"2023-10-19T22:59:12.033Z","2023-10-24T00:27:38.744Z","2023-10-23T05:48:17.561Z",,"2023-10-24T00:27:38.729Z",,,"2023-10-23T13:00:00.000Z",,"",,,
"T1A-43","T1a3","List books by tag",,"Done",,"High",,,"tobyfehily@gmail.com",,"Improvement",,,,,"2023-10-23T02:01:57.174Z","2023-10-24T01:43:19.878Z","2023-10-23T02:01:57.196Z",,"2023-10-24T01:43:19.829Z",,,"2023-10-23T13:00:00.000Z",,"",,,
"T1A-18","T1a3","Allow user to enter multiple books at a time",,"Done",,"High",,,"tobyfehily@gmail.com",,"Feature",,,,,"2023-10-19T23:05:16.978Z","2023-10-23T00:55:33.371Z","2023-10-23T00:25:49.175Z",,"2023-10-23T00:55:33.351Z",,,"2023-10-23T13:00:00.000Z","T1A-10","",,,
"T1A-61","T1a3","Save books as TXT file",,"Done",,"No priority",,,"tobyfehily@gmail.com",,"Improvement",,,,,"2023-10-24T05:17:39.693Z","2023-10-24T05:17:39.693Z",,,"2023-10-24T05:17:39.713Z",,,,,"",,,
"T1A-60","T1a3","Save books as CSV file",,"Done",,"No priority",,,"tobyfehily@gmail.com",,"Feature",,,,,"2023-10-24T05:17:18.606Z","2023-10-24T05:17:18.606Z",,,"2023-10-24T05:17:18.630Z",,,,,"",,,
"T1A-66","T1a3","Fix auto delete book after update progress",,"Done",,"Urgent",,,"tobyfehily@gmail.com",,"Bug",,,,,"2023-10-24T06:19:41.947Z","2023-10-24T06:23:19.672Z","2023-10-24T06:19:41.975Z",,"2023-10-24T06:23:19.659Z",,,,,"",,,
"T1A-62","T1a3","Fix broken set currently reading book feature",,"Done",,"Urgent",,,"tobyfehily@gmail.com",,"Bug",,,,,"2023-10-24T05:30:28.821Z","2023-10-24T05:36:06.161Z","2023-10-24T05:30:28.872Z",,"2023-10-24T05:36:06.127Z",,,,,"",,,
"T1A-54","T1a3","Fix books not being added to list",,"Done",,"Urgent",,,"tobyfehily@gmail.com",,"Bug",,,,,"2023-10-24T01:13:48.228Z","2023-10-24T01:16:05.101Z","2023-10-24T01:13:48.311Z",,"2023-10-24T01:16:05.013Z",,,,,"",,,
"T1A-64","T1a3","Fix new tags breaking sort by tags",,"Done",,"High",,,"tobyfehily@gmail.com",,"Bug",,,,,"2023-10-24T05:50:12.749Z","2023-10-24T05:52:55.264Z","2023-10-24T05:50:12.805Z",,"2023-10-24T05:52:55.248Z",,,,,"",,,
"T1A-63","T1a3","Add pages read count to book list",,"Done",,"High",,,"tobyfehily@gmail.com",,"Improvement",,,,,"2023-10-24T05:45:00.893Z","2023-10-24T05:45:02.941Z","2023-10-24T05:45:01.095Z",,"2023-10-24T05:45:02.904Z",,,,,"",,,
"T1A-58","T1a3","Fix [ and ] being added as tags",,"Done",,"High",,,"tobyfehily@gmail.com",,"Bug",,,,,"2023-10-24T05:02:15.196Z","2023-10-24T05:16:41.535Z","2023-10-24T05:02:15.841Z",,"2023-10-24T05:16:41.517Z",,,,,"",,,
"T1A-57","T1a3","Newly added books not being retrieved",,"Done",,"High",,,"tobyfehily@gmail.com",,"Bug",,,,,"2023-10-24T04:49:05.171Z","2023-10-24T05:01:46.776Z","2023-10-24T04:49:05.193Z",,"2023-10-24T05:01:46.764Z",,,,,"",,,
"T1A-38","T1a3","Prevent user from entering empty inputs",,"Done",,"High",,,"tobyfehily@gmail.com",,"Improvement",,,,,"2023-10-23T00:07:02.602Z","2023-10-24T02:30:32.965Z","2023-10-24T01:27:09.372Z",,"2023-10-24T02:30:32.952Z",,,,,"",,,
"T1A-52","T1a3","Test book deletion is working as intended","","Done",,"High",,,"tobyfehily@gmail.com",,"Bug",,,,,"2023-10-23T23:14:54.650Z","2023-10-23T23:18:44.036Z","2023-10-23T23:14:54.696Z",,"2023-10-23T23:18:44.017Z",,,,,"",,,
"T1A-49","T1a3","Prevent user from entering empty tags",,"Done",,"High",,,"tobyfehily@gmail.com",,"Bug",,,,,"2023-10-23T05:46:28.389Z","2023-10-23T05:46:39.761Z","2023-10-23T05:46:28.417Z",,"2023-10-23T05:46:39.745Z",,,,,"",,,
"T1A-48","T1a3","Display current tags when adding tags",,"Done",,"High",,,"tobyfehily@gmail.com",,"Improvement",,,,,"2023-10-23T04:25:12.075Z","2023-10-23T05:42:55.780Z","2023-10-23T04:25:12.121Z",,"2023-10-23T05:42:55.764Z",,,,,"",,,
"T1A-47","T1a3","Prevent user from adding string for book pages",,"Done",,"High",,,"tobyfehily@gmail.com",,"Bug",,,,,"2023-10-23T03:31:08.167Z","2023-10-23T04:24:39.191Z","2023-10-23T03:31:08.229Z",,"2023-10-23T04:24:39.178Z",,,,,"",,,
"T1A-46","T1a3","Make random books only select not currently reading books",,"Done",,"High",,,"tobyfehily@gmail.com",,"Bug",,,,,"2023-10-23T03:28:11.320Z","2023-10-23T03:30:43.373Z","2023-10-23T03:28:11.432Z",,"2023-10-23T03:30:43.355Z",,,,,"",,,
"T1A-45","T1a3","Prevent user from accessing index outside of list range",,"Done",,"High",,,"tobyfehily@gmail.com",,"Bug",,,,,"2023-10-23T03:15:12.890Z","2023-10-23T03:24:03.794Z","2023-10-23T03:15:12.915Z",,"2023-10-23T03:24:03.781Z",,,,,"",,,
"T1A-55","T1a3","Add emojis",,"Done",,"Low",,,"tobyfehily@gmail.com",,"Improvement",,,,,"2023-10-24T01:17:00.685Z","2023-10-24T01:21:29.840Z","2023-10-24T01:17:00.729Z",,"2023-10-24T01:21:28.742Z",,,,,"",,,
"T1A-15","T1a3","Catch input errors (e.g., TypeError for int, float)",,"Canceled",,"Urgent",,,"tobyfehily@gmail.com",,"Feature",,,,,"2023-10-19T23:02:52.822Z","2023-10-22T22:20:04.786Z","2023-10-22T22:16:27.310Z",,,"2023-10-22T22:20:04.763Z",,"2023-10-22T13:00:00.000Z","T1A-10","",,,
"T1A-59","T1a3","Load and save books with JSON",,"Canceled",,"No priority",,,"tobyfehily@gmail.com",,"Improvement",,,,,"2023-10-24T05:16:55.984Z","2023-10-24T05:16:55.984Z",,,,"2023-10-24T05:16:56.031Z",,,,"",,,
"T1A-51","T1a3","Clear screen after input for better legibility",,"Canceled",,"Medium",,,"tobyfehily@gmail.com",,"Improvement",,,,,"2023-10-23T23:03:19.899Z","2023-10-24T04:05:47.177Z",,,,"2023-10-24T04:05:47.166Z",,,,"",,,
